Scenario Id,Investment Id,Investment Group Id,Is Investment Group Parent?,Account,Account Type,Business Area (BA),Coordinating Division,Asset Bundling Group,Disposition,Investment Code,Facility,Investment Group,Must Do,Investment,Required By,Investment Stage,Investment Type,Has Forecast,Forecast has adjustments,Outage Duration,Outage Name,Outage Planned Date,Pause Date,Planning Group,Portfolio,Resume Date,Earliest Start Date,End of Investment,Latest Start Date,Alternative,Start Date,Total Forecast (All Account Types),CAPEX,OPEX,Value Measure Id,Value Measure Name,Measure Category,Measure Category Name,Value Function Id,Value Function Name,Total Value,Portfolio Id,Portfolio Name,Is Planning Portfolio?,Parent Portfolio Id,Portfolio Id Hierarchy,Portfolio Name Hierarchy,Portfolio Name Hierarchy Delimiter,Scenario Name,Scenario Description,Scenario Type,Scenario Type Name,Fuel Cost Multiplier,Cost of CO2 Equivalent
219688,194980,4574356,True,,,,North,,,WG23005,Whistler Company,,False,P4283-19 - Unit 8 (Eris Station / NTR-2358-A-14-2364),,Short Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Replace,05/01/2023,110994462.7024,91017418.2828,19977044.4196,106085,-Environmental Risk-,Risk,Risk,142841,Whistler Group Value,627.346948874468,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,194980,4574356,True,,,,North,,,WG23005,Whistler Company,,False,P4283-19 - Unit 8 (Eris Station / NTR-2358-A-14-2364),,Short Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Replace,05/01/2023,110994462.7024,91017418.2828,19977044.4196,106086,-Safety Risk-,Risk,Risk,142841,Whistler Group Value,918.878766292602,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,194980,4574356,True,,,,North,,,WG23005,Whistler Company,,False,P4283-19 - Unit 8 (Eris Station / NTR-2358-A-14-2364),,Short Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Replace,05/01/2023,110994462.7024,91017418.2828,19977044.4196,106328,Total Investment Cost,ExpenditureCost,Cost,142841,Whistler Group Value,-70987.8930215447,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,194980,4574356,True,,,,North,,,WG23005,Whistler Company,,False,P4283-19 - Unit 8 (Eris Station / NTR-2358-A-14-2364),,Short Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Replace,05/01/2023,110994462.7024,91017418.2828,19977044.4196,165370,-Reliability Risk,Risk,Risk,142841,Whistler Group Value,317363.750607083,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,194982,4574357,True,,,,North,,,WG23007,Whistler Company,,False,P9500-1 - Primary SCADA system upgrade,,Long Term Planning,Project,True,False,,,,,Under Consideration,,,,12/15/2028,,Upgrade (Scope 1),01/01/2027,116411714.142,95974111.8132,20437602.3288,106084,-Financial Risk-,Risk,Risk,142841,Whistler Group Value,17455.608187898,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,194982,4574357,True,,,,North,,,WG23007,Whistler Company,,False,P9500-1 - Primary SCADA system upgrade,,Long Term Planning,Project,True,False,,,,,Under Consideration,,,,12/15/2028,,Upgrade (Scope 1),01/01/2027,116411714.142,95974111.8132,20437602.3288,106085,-Environmental Risk-,Risk,Risk,142841,Whistler Group Value,442.536545608682,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,194982,4574357,True,,,,North,,,WG23007,Whistler Company,,False,P9500-1 - Primary SCADA system upgrade,,Long Term Planning,Project,True,False,,,,,Under Consideration,,,,12/15/2028,,Upgrade (Scope 1),01/01/2027,116411714.142,95974111.8132,20437602.3288,106086,-Safety Risk-,Risk,Risk,142841,Whistler Group Value,464.663372889116,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,194982,4574357,True,,,,North,,,WG23007,Whistler Company,,False,P9500-1 - Primary SCADA system upgrade,,Long Term Planning,Project,True,False,,,,,Under Consideration,,,,12/15/2028,,Upgrade (Scope 1),01/01/2027,116411714.142,95974111.8132,20437602.3288,106328,Total Investment Cost,ExpenditureCost,Cost,142841,Whistler Group Value,-87508.3247956268,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,194982,4574357,True,,,,North,,,WG23007,Whistler Company,,False,P9500-1 - Primary SCADA system upgrade,,Long Term Planning,Project,True,False,,,,,Under Consideration,,,,12/15/2028,,Upgrade (Scope 1),01/01/2027,116411714.142,95974111.8132,20437602.3288,165370,-Reliability Risk,Risk,Risk,142841,Whistler Group Value,213892.663710863,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195007,4574358,True,,,,South,,,WG23214,Whistler Company,,False,P7787-25 - Overhaul Unit 4 (Saturn Station / NTR-2358-C-14-2573),,Short Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,08/01/2024,11366710.7181,6424649.5365,4942061.1816,106084,-Financial Risk-,Risk,Risk,142841,Whistler Group Value,14505.6713915567,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195007,4574358,True,,,,South,,,WG23214,Whistler Company,,False,P7787-25 - Overhaul Unit 4 (Saturn Station / NTR-2358-C-14-2573),,Short Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,08/01/2024,11366710.7181,6424649.5365,4942061.1816,106085,-Environmental Risk-,Risk,Risk,142841,Whistler Group Value,14505.6713915567,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195007,4574358,True,,,,South,,,WG23214,Whistler Company,,False,P7787-25 - Overhaul Unit 4 (Saturn Station / NTR-2358-C-14-2573),,Short Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,08/01/2024,11366710.7181,6424649.5365,4942061.1816,106086,-Safety Risk-,Risk,Risk,142841,Whistler Group Value,8033.91030916987,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195007,4574358,True,,,,South,,,WG23214,Whistler Company,,False,P7787-25 - Overhaul Unit 4 (Saturn Station / NTR-2358-C-14-2573),,Short Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,08/01/2024,11366710.7181,6424649.5365,4942061.1816,106328,Total Investment Cost,ExpenditureCost,Cost,142841,Whistler Group Value,-10831.811390945,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195013,4574359,True,,,,South,,,WG23220,Whistler Company,,False,P2285-46 - Alarm System Upgrade Unit 2 (Mercury Station / NTR-2358-C-14-2579),,Long Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,01/01/2025,13236789.711,7547703.5481,5689086.1629,106084,-Financial Risk-,Risk,Risk,142841,Whistler Group Value,8750.15184542996,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195013,4574359,True,,,,South,,,WG23220,Whistler Company,,False,P2285-46 - Alarm System Upgrade Unit 2 (Mercury Station / NTR-2358-C-14-2579),,Long Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,01/01/2025,13236789.711,7547703.5481,5689086.1629,106085,-Environmental Risk-,Risk,Risk,142841,Whistler Group Value,9696.11420709808,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195013,4574359,True,,,,South,,,WG23220,Whistler Company,,False,P2285-46 - Alarm System Upgrade Unit 2 (Mercury Station / NTR-2358-C-14-2579),,Long Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,01/01/2025,13236789.711,7547703.5481,5689086.1629,106086,-Safety Risk-,Risk,Risk,142841,Whistler Group Value,4256.83062750647,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195013,4574359,True,,,,South,,,WG23220,Whistler Company,,False,P2285-46 - Alarm System Upgrade Unit 2 (Mercury Station / NTR-2358-C-14-2579),,Long Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,01/01/2025,13236789.711,7547703.5481,5689086.1629,106328,Total Investment Cost,ExpenditureCost,Cost,142841,Whistler Group Value,-12239.4553175251,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195024,4574360,True,,,,South,,,WG23231,Whistler Company,,False,P6197-92 - RebuildUnit 1 (Pluto Station / NTR-2358-C-14-2590),,Short Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,01/01/2025,13234827.4998,7419776.9853,5815050.5145,106084,-Financial Risk-,Risk,Risk,142841,Whistler Group Value,13966.0367622788,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195024,4574360,True,,,,South,,,WG23231,Whistler Company,,False,P6197-92 - RebuildUnit 1 (Pluto Station / NTR-2358-C-14-2590),,Short Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,01/01/2025,13234827.4998,7419776.9853,5815050.5145,106085,-Environmental Risk-,Risk,Risk,142841,Whistler Group Value,17926.5546500892,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195024,4574360,True,,,,South,,,WG23231,Whistler Company,,False,P6197-92 - RebuildUnit 1 (Pluto Station / NTR-2358-C-14-2590),,Short Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,01/01/2025,13234827.4998,7419776.9853,5815050.5145,106086,-Safety Risk-,Risk,Risk,142841,Whistler Group Value,3939.67305682192,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195024,4574360,True,,,,South,,,WG23231,Whistler Company,,False,P6197-92 - RebuildUnit 1 (Pluto Station / NTR-2358-C-14-2590),,Short Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,01/01/2025,13234827.4998,7419776.9853,5815050.5145,106328,Total Investment Cost,ExpenditureCost,Cost,142841,Whistler Group Value,-12237.6409500733,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195094,4574361,True,,,,South,,,WG23301,Whistler Company,,False,PB3405-83 - Material purchase (pre-approved),,Long Term Planning,Project,True,False,,,,,Blankets,,,01/01/2023,,,Refurbish,02/01/2026,11938952.9232,6939058.6824,4999894.2408,106084,-Financial Risk-,Risk,Risk,142841,Whistler Group Value,2761.36129088712,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195094,4574361,True,,,,South,,,WG23301,Whistler Company,,False,PB3405-83 - Material purchase (pre-approved),,Long Term Planning,Project,True,False,,,,,Blankets,,,01/01/2023,,,Refurbish,02/01/2026,11938952.9232,6939058.6824,4999894.2408,106085,-Environmental Risk-,Risk,Risk,142841,Whistler Group Value,0.0,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195094,4574361,True,,,,South,,,WG23301,Whistler Company,,False,PB3405-83 - Material purchase (pre-approved),,Long Term Planning,Project,True,False,,,,,Blankets,,,01/01/2023,,,Refurbish,02/01/2026,11938952.9232,6939058.6824,4999894.2408,106086,-Safety Risk-,Risk,Risk,142841,Whistler Group Value,14368.0587493313,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195094,4574361,True,,,,South,,,WG23301,Whistler Company,,False,PB3405-83 - Material purchase (pre-approved),,Long Term Planning,Project,True,False,,,,,Blankets,,,01/01/2023,,,Refurbish,02/01/2026,11938952.9232,6939058.6824,4999894.2408,106328,Total Investment Cost,ExpenditureCost,Cost,142841,Whistler Group Value,-10116.0627098742,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195094,4574361,True,,,,South,,,WG23301,Whistler Company,,False,PB3405-83 - Material purchase (pre-approved),,Long Term Planning,Project,True,False,,,,,Blankets,,,01/01/2023,,,Refurbish,02/01/2026,11938952.9232,6939058.6824,4999894.2408,165370,-Reliability Risk,Risk,Risk,142841,Whistler Group Value,21.552088123997,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195095,4574362,True,,,,South,,,WG23302,Whistler Company,,False,P5027-38 - Upgrade Unit 16 (Venus Station / NTR-2358-D-14-2661),,Long Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,04/01/2025,1612906.1184,550055.3292,1062850.7892,106084,-Financial Risk-,Risk,Risk,142841,Whistler Group Value,4517.77815899908,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195095,4574362,True,,,,South,,,WG23302,Whistler Company,,False,P5027-38 - Upgrade Unit 16 (Venus Station / NTR-2358-D-14-2661),,Long Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,04/01/2025,1612906.1184,550055.3292,1062850.7892,106085,-Environmental Risk-,Risk,Risk,142841,Whistler Group Value,0.0,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
219688,195095,4574362,True,,,,South,,,WG23302,Whistler Company,,False,P5027-38 - Upgrade Unit 16 (Venus Station / NTR-2358-D-14-2661),,Long Term Planning,Project,True,False,,,,,Under Consideration,,,01/01/2023,,,Refurbish,04/01/2025,1612906.1184,550055.3292,1062850.7892,106086,-Safety Risk-,Risk,Risk,142841,Whistler Group Value,15545.0431277388,194640,North (2358),True,194585.0,/0/48840/44/194585/194640/,Planning â†’ ? â†’ Whistler Americas â†’ Demo Portfolio â†’ North (2358), â†’ ,01_Requested 2023 Plan,"Contains the investments as initially requested by the investment owners with ALL constraints 
Emergency Capital investments enabled (moved to Under Consideration Group)  ",Planning,Planning,,
